Date,Price,Dividend,Earnings,CPI,long_i,Mkt-RF,SMB,HML,RF
1990-01-01,339.97,11.14,22.49,127.40,0.0821,-0.078,-0.0114,0.0083,0.0057
1990-02-01,330.45,11.23,22.08,128.00,0.0847,0.0112,0.0097,0.0065,0.0057
1990-03-01,338.46,11.32,21.67,128.70,0.0859,0.0183,0.0147,-0.029,0.0064
1990-04-01,338.18,11.44,21.53,128.90,0.0879,-0.0336,-0.0047,-0.0257,0.0069
1990-05-01,350.25,11.55,21.40,129.20,0.0876,0.0843,-0.0256,-0.0389,0.0068
1990-06-01,360.39,11.66,21.26,129.90,0.0848,-0.0109,0.0135,-0.02,0.0063
1990-07-01,360.03,11.73,21.42,130.40,0.0847,-0.019,-0.0308,-0.0006,0.0068
1990-08-01,330.75,11.78,21.58,131.60,0.0875,-0.1012,-0.035,0.0156,0.0066
1990-09-01,315.41,11.83,21.74,132.70,0.0889,-0.0611,-0.0364,0.0059,0.006
1990-01-01,307.12,11.93,21.61,133.50,0.0872,-0.0192,-0.0552,0.0008,0.0068
1990-11-01,315.29,12.01,21.47,133.80,0.0839,0.0635,0.0042,-0.0297,0.0057
1990-12-01,328.75,12.09,21.34,133.80,0.0808,0.0246,0.0079,-0.0157,0.006
1991-01-01,325.49,12.11,21.18,134.60,0.0809,0.0469,0.0378,-0.0148,0.0052
1991-02-01,362.26,12.11,21.03,134.80,0.0785,0.0719,0.0401,-0.0062,0.0048
1991-03-01,372.28,12.11,20.94,135.00,0.0811,0.0266,0.0388,-0.013,0.0044
1991-04-01,379.68,12.13,20.36,135.20,0.0804,-0.0028,0.005,0.0149,0.0053
1991-05-01,377.99,12.14,19.86,135.60,0.0807,0.0366,-0.0039,-0.0052,0.0047
1991-06-01,378.29,12.15,19.41,136.00,0.0828,-0.0494,0.0018,0.0108,0.0042
1991-07-01,380.23,12.19,18.84,136.20,0.0827,0.0424,-0.0097,-0.013,0.0049
1991-08-01,389.40,12.24,18.33,136.60,0.079,0.0232,0.0158,-0.0079,0.0046
1991-09-01,387.20,12.28,17.82,137.20,0.0765,-0.0159,0.0168,-0.0123,0.0046
1991-01-01,386.88,12.25,17.20,137.40,0.0753,0.0129,0.0077,-0.0043,0.0042
1991-11-01,385.92,12.23,16.59,137.80,0.0742,-0.042,-0.0051,-0.0177,0.0039
1991-12-01,388.51,12.20,15.97,137.90,0.0709,0.1085,-0.0226,-0.0423,0.0038
1992-01-01,416.08,12.24,16.05,138.10,0.0703,-0.0059,0.0848,0.0467,0.0034
1992-02-01,412.56,12.28,16.12,138.60,0.0734,0.0108,0.0083,0.0651,0.0028
1992-03-01,407.36,12.32,16.19,139.30,0.0754,-0.0265,-0.0097,0.0349,0.0034
1992-04-01,407.41,12.32,16.48,139.50,0.0748,0.0109,-0.0612,0.0436,0.0032
1992-05-01,414.81,12.32,16.77,139.70,0.0739,0.003,0.0041,0.0111,0.0028
1992-06-01,408.27,12.32,17.05,140.20,0.0726,-0.0233,-0.031,0.0324,0.0032
1992-07-01,415.05,12.34,17.38,140.50,0.0684,0.0378,-0.0045,-0.0051,0.0031
1992-08-01,417.93,12.37,17.71,140.90,0.0659,-0.0238,-0.001,-0.0109,0.0026
1992-09-01,418.48,12.40,18.04,141.30,0.0642,0.0119,0.0055,-0.0019,0.0026
1992-01-01,412.50,12.39,18.39,141.80,0.0659,0.0102,0.0211,-0.0198,0.0023
1992-11-01,422.84,12.38,18.74,142.00,0.0687,0.0414,0.0368,-0.0152,0.0023
1992-12-01,435.64,12.39,19.09,141.90,0.0677,0.0153,0.0165,0.0264,0.0028
1993-01-01,435.23,12.41,19.34,142.60,0.066,0.0093,0.0189,0.059,0.0023
1993-02-01,441.70,12.45,19.59,143.10,0.0626,0.0012,-0.0339,0.0648,0.0022
1993-03-01,450.16,12.48,19.84,143.60,0.0598,0.0232,0.0029,0.0126,0.0025
1993-04-01,443.08,12.49,19.67,144.00,0.0597,-0.0305,-0.0062,0.0255,0.0024
1993-05-01,445.25,12.51,19.50,144.20,0.0604,0.0289,0.0206,-0.0346,0.0022
1993-06-01,448.06,12.52,19.33,144.40,0.0596,0.003,-0.003,0.0264,0.0025
1993-07-01,447.29,12.52,19.69,144.40,0.0581,-0.0034,0.0096,0.0287,0.0024
1993-08-01,454.13,12.52,20.05,144.80,0.0568,0.0372,0.0011,0.0018,0.0025
1993-09-01,459.24,12.52,20.41,145.10,0.0536,-0.0012,0.0309,-0.0024,0.0026
1993-01-01,463.90,12.54,20.90,145.70,0.0533,0.0142,0.0199,-0.0278,0.0022
1993-11-01,462.89,12.56,21.39,145.80,0.0572,-0.0187,-0.0127,-0.0078,0.0025
1993-12-01,465.95,12.58,21.89,145.80,0.0577,0.0165,0.0119,0.0025,0.0023
1994-01-01,472.99,12.62,22.16,146.20,0.0575,0.0287,0.0033,0.011,0.0025
1994-02-01,471.58,12.67,22.43,146.70,0.0597,-0.0255,0.0276,-0.0152,0.0021
1994-03-01,463.81,12.71,22.71,147.20,0.0648,-0.0479,-0.0108,0.0167,0.0027
1994-04-01,447.23,12.75,23.54,147.40,0.0697,0.0068,-0.0093,0.0166,0.0027
1994-05-01,450.90,12.80,24.37,147.50,0.0718,0.0058,-0.0209,0.006,0.0032
1994-06-01,454.83,12.84,25.20,148.00,0.071,-0.0304,-0.0043,0.0177,0.0031
1994-07-01,451.40,12.87,25.91,148.40,0.073,0.0282,-0.0181,0.0061,0.0028
1994-08-01,464.24,12.90,26.62,149.00,0.0724,0.0402,0.015,-0.0255,0.0037
1994-09-01,466.96,12.92,27.33,149.40,0.0746,-0.0228,0.0304,-0.0181,0.0037
1994-01-01,463.81,13.01,28.42,149.50,0.0774,0.0135,-0.0216,-0.0166,0.0038
1994-11-01,461.01,13.10,29.51,149.70,0.0796,-0.0403,0.0028,-0.0073,0.0037
1994-12-01,455.19,13.17,30.60,149.70,0.0781,0.0086,0.0017,-0.0009,0.0044
1995-01-01,465.25,13.18,31.25,150.30,0.0778,0.018,-0.0351,0.0259,0.0042
1995-02-01,481.92,13.18,31.90,150.90,0.0747,0.0363,-0.0061,0.0099,0.004
1995-03-01,493.15,13.17,32.55,151.40,0.072,0.0219,-0.002,-0.0213,0.0046
1995-04-01,507.91,13.24,33.18,151.90,0.0706,0.0211,-0.0051,0.0167,0.0044
1995-05-01,523.81,13.31,33.80,152.20,0.0663,0.029,-0.0253,0.0228,0.0054
1995-06-01,539.35,13.36,34.43,152.50,0.0617,0.0272,0.0317,-0.0254,0.0047
1995-07-01,557.37,13.44,34.68,152.50,0.0628,0.0371,0.0209,-0.0158,0.0045
1995-08-01,559.11,13.51,34.93,152.90,0.0649,0.0055,0.0131,0.0268,0.0047
1995-09-01,578.77,13.58,35.18,153.20,0.062,0.0336,-0.0216,-0.0011,0.0043
1995-01-01,582.92,13.65,34.77,153.70,0.0604,-0.0151,-0.038,-0.0049,0.0047
1995-11-01,595.53,13.72,34.37,153.60,0.0593,0.0396,-0.0112,0.0052,0.0042
1995-12-01,614.57,13.79,33.96,153.50,0.0571,0.0104,0.0066,0.0024,0.0049
1996-01-01,614.42,13.89,33.99,154.40,0.0565,0.0226,-0.0283,0.0046,0.0043
1996-02-01,649.54,14.00,34.01,154.90,0.0581,0.0133,0.0179,-0.0105,0.0039
1996-03-01,647.07,14.10,34.04,155.70,0.0627,0.0074,0.0143,0.0042,0.0039
1996-04-01,647.17,14.16,34.33,156.30,0.0651,0.0206,0.052,-0.0397,0.0046
1996-05-01,661.23,14.21,34.62,156.60,0.0674,0.0236,0.032,-0.009,0.0042
1996-06-01,668.50,14.27,34.91,156.70,0.0691,-0.0113,-0.04,0.0233,0.004
1996-07-01,644.07,14.40,35.27,157.00,0.0687,-0.0596,-0.043,0.0519,0.0045
1996-08-01,662.68,14.53,35.64,157.30,0.0664,0.0277,0.0245,-0.0082,0.0041
1996-09-01,674.88,14.66,36.00,157.80,0.0683,0.0501,-0.0102,-0.0274,0.0044
1996-01-01,701.46,14.74,36.91,158.30,0.0653,0.0087,-0.0439,0.0488,0.0042
1996-11-01,735.67,14.82,37.82,158.60,0.062,0.0625,-0.0404,0.014,0.0041
1996-12-01,743.25,14.90,38.73,158.60,0.063,-0.017,0.0312,0.0128,0.0046
1997-01-01,766.22,14.95,39.23,159.10,0.0658,0.0496,-0.0193,-0.0144,0.0045
1997-02-01,798.39,15.01,39.74,159.60,0.0642,-0.0048,-0.0316,0.0561,0.0039
1997-03-01,792.16,15.06,40.24,160.00,0.0669,-0.0502,-0.0033,0.0339,0.0043
1997-04-01,763.93,15.09,40.34,160.20,0.0689,0.0404,-0.0574,0,0.0043
1997-05-01,833.09,15.13,40.45,160.10,0.0671,0.0673,0.0512,-0.0411,0.0049
1997-06-01,876.29,15.16,40.55,160.30,0.0649,0.041,0.0121,0.0144,0.0037
1997-07-01,925.29,15.22,40.58,160.50,0.0622,0.0731,-0.0273,0.0013,0.0043
1997-08-01,927.24,15.27,40.61,160.80,0.063,-0.041,0.0715,0.0113,0.0041
1997-09-01,937.02,15.33,40.64,161.20,0.0621,0.0534,0.0254,0.0024,0.0044
1997-01-01,951.16,15.39,40.33,161.60,0.0603,-0.038,-0.0071,0.0233,0.0042
1997-11-01,938.92,15.44,40.03,161.50,0.0588,0.0299,-0.0511,0.0122,0.0039
1997-12-01,962.37,15.50,39.72,161.30,0.0581,0.0133,-0.0248,0.0374,0.0048
1998-01-01,963.36,15.55,39.66,161.60,0.0554,0.0015,-0.0101,-0.0168,0.0043
1998-02-01,1023.74,15.60,39.60,161.90,0.0557,0.0703,0.0013,-0.0093,0.0039
1998-03-01,1076.83,15.64,39.54,162.20,0.0565,0.0476,-0.0119,0.0138,0.0039
1998-04-01,1112.20,15.75,39.35,162.50,0.0564,0.0074,0.0006,0.0103,0.0043
1998-05-01,1108.42,15.85,39.16,162.80,0.0565,-0.0307,-0.034,0.0341,0.004
1998-06-01,1108.39,15.95,38.97,163.00,0.055,0.0319,-0.0317,-0.0203,0.0041
1998-07-01,1156.58,16.02,38.68,163.20,0.0546,-0.0242,-0.0483,-0.0183,0.004
1998-08-01,1074.62,16.08,38.38,163.40,0.0534,-0.1605,-0.0547,0.0357,0.0043
1998-09-01,1020.64,16.14,38.09,163.60,0.0481,0.0619,-0.0002,-0.0351,0.0046
1998-01-01,1032.47,16.17,37.96,164.00,0.0453,0.0698,-0.0298,-0.0233,0.0032
1998-11-01,1144.43,16.18,37.84,164.00,0.0483,0.0607,0.0126,-0.0324,0.0031
1998-12-01,1190.05,16.20,37.71,163.90,0.0465,0.0615,-0.0046,-0.0425,0.0038
1999-01-01,1248.77,16.28,37.93,164.30,0.0472,0.0348,0.0067,-0.0446,0.0035
1999-02-01,1246.58,16.37,38.16,164.50,0.05,-0.0408,-0.0602,0.0195,0.0035
1999-03-01,1281.66,16.45,38.38,165.00,0.0523,0.0348,-0.0384,-0.0261,0.0043
1999-04-01,1334.76,16.45,39.26,166.20,0.0518,0.0434,0.0389,0.024,0.0037
1999-05-01,1332.07,16.45,40.14,166.20,0.0554,-0.0246,0.0332,0.0249,0.0034
1999-06-01,1322.55,16.45,41.02,166.20,0.059,0.0477,0.0323,-0.0322,0.004
1999-07-01,1380.99,16.51,42.00,166.70,0.0579,-0.0349,0.0248,-0.0018,0.0038
1999-08-01,1327.49,16.58,42.98,167.10,0.0594,-0.0137,-0.0095,-0.0193,0.0039
1999-09-01,1318.17,16.64,43.96,167.90,0.0592,-0.0277,0.0312,-0.029,0.0039
1999-01-01,1300.01,16.66,45.36,168.20,0.0611,0.0609,-0.0694,-0.0288,0.0039
1999-11-01,1391.00,16.67,46.77,168.30,0.0603,0.0341,0.0687,-0.0565,0.0036
1999-12-01,1428.68,16.69,48.17,168.30,0.0628,0.0766,0.0656,-0.0766,0.0044
2000-01-01,1425.59,16.71,49.10,168.80,0.0666,-0.0474,0.0516,-0.0112,0.0041
2000-02-01,1388.87,16.74,50.02,169.80,0.0652,0.0246,0.2125,-0.0977,0.0043
2000-03-01,1442.21,16.76,50.95,171.20,0.0626,0.0521,-0.1741,0.085,0.0047
2000-04-01,1461.36,16.74,51.27,171.30,0.0599,-0.0639,-0.06,0.0645,0.0046
2000-05-01,1418.48,16.72,51.60,171.50,0.0644,-0.0439,-0.0608,0.0459,0.005
2000-06-01,1461.96,16.70,51.92,172.40,0.061,0.0468,0.1271,-0.0804,0.004
2000-07-01,1473.00,16.58,52.51,172.80,0.0605,-0.0248,-0.0284,0.0806,0.0048
2000-08-01,1485.46,16.47,53.11,172.80,0.0583,0.0703,-0.005,-0.0137,0.005
2000-09-01,1468.05,16.35,53.70,173.70,0.058,-0.0544,-0.0174,0.0724,0.0051
2000-01-01,1390.14,16.32,52.47,174.00,0.0574,-0.0278,-0.0385,0.0558,0.0056
2000-11-01,1378.04,16.30,51.23,174.10,0.0572,-0.107,-0.0308,0.1224,0.0051
2000-12-01,1330.93,16.27,50.00,174.00,0.0524,0.0118,0.0082,0.0755,0.005
2001-01-01,1335.63,16.17,48.48,175.10,0.0516,0.0325,0.0641,-0.0505,0.0054
2001-02-01,1305.75,16.07,46.96,175.80,0.051,-0.1003,-0.0065,0.1223,0.0038
2001-03-01,1185.85,15.97,45.44,176.20,0.0489,-0.0725,0.0026,0.0647,0.0042
2001-04-01,1189.84,15.88,42.56,176.90,0.0514,0.0793,0.005,-0.0464,0.0039
2001-05-01,1270.37,15.78,39.67,177.70,0.0539,0.0068,0.0248,0.0338,0.0032
2001-06-01,1238.71,15.69,36.79,178.00,0.0528,-0.0194,0.0635,-0.0126,0.0028
2001-07-01,1204.45,15.71,33.96,177.50,0.0524,-0.0213,-0.0405,0.0495,0.003
2001-08-01,1178.50,15.72,31.14,177.50,0.0497,-0.064,0.0219,0.0286,0.0031
2001-09-01,1044.64,15.74,28.31,178.30,0.0473,-0.0924,-0.0623,0.0152,0.0028
2001-01-01,1076.59,15.74,27.10,177.70,0.0457,0.0248,0.0749,-0.0731,0.0022
2001-11-01,1129.68,15.74,25.90,177.40,0.0465,0.0753,-0.0057,0.0217,0.0017
2001-12-01,1144.93,15.74,24.69,176.70,0.0509,0.0161,0.0472,0.0083,0.0015
2002-01-01,1140.21,15.74,24.69,177.10,0.0504,-0.0144,0.0117,0.0342,0.0014
2002-02-01,1100.67,15.73,24.70,177.80,0.0491,-0.023,-0.0108,0.0234,0.0013
2002-03-01,1153.79,15.73,24.70,178.80,0.0528,0.0424,0.0409,0.0108,0.0013
2002-04-01,1111.93,15.83,25.38,179.80,0.0521,-0.0521,0.0582,0.0401,0.0015
2002-05-01,1079.25,15.94,26.06,179.80,0.0516,-0.0136,-0.0327,0.0152,0.0014
2002-06-01,1014.02,16.04,26.74,179.90,0.0493,-0.0723,0.0408,0.0037,0.0013
2002-07-01,903.59,15.96,27.84,180.10,0.0465,-0.0819,-0.0525,-0.0351,0.0015
2002-08-01,912.55,15.88,28.94,180.70,0.0426,0.005,-0.028,0.0301,0.0014
2002-09-01,867.81,15.80,30.04,181.00,0.0387,-0.1034,0.0242,0.0126,0.0014
2002-01-01,854.63,15.89,29.22,181.30,0.0394,0.0784,-0.034,-0.0376,0.0014
2002-11-01,909.93,15.98,28.41,181.30,0.0405,0.0596,0.0326,-0.0116,0.0012
2002-12-01,899.18,16.07,27.59,180.90,0.0403,-0.0576,-0.0004,0.0211,0.0011
2003-01-01,895.84,16.12,28.50,181.70,0.0405,-0.0257,0.0134,-0.0079,0.001
2003-02-01,837.03,16.17,29.41,183.10,0.039,-0.0188,-0.0044,-0.0136,0.0009
2003-03-01,846.63,16.22,30.32,184.20,0.0381,0.0109,0.0117,-0.0211,0.001
2003-04-01,890.03,16.20,31.73,183.80,0.0396,0.0818,0.0076,0.0122,0.001
2003-05-01,935.96,16.19,33.14,183.50,0.0357,0.0605,0.0461,0.007,0.0009
2003-06-01,988.00,16.17,34.55,183.70,0.0333,0.0142,0.017,0.0014,0.001
2003-07-01,992.54,16.31,35.89,183.90,0.0398,0.0233,0.0493,-0.0153,0.0007
2003-08-01,989.53,16.45,37.24,184.60,0.0445,0.0233,0.0244,0.0164,0.0007
2003-09-01,1019.44,16.59,38.58,185.20,0.0427,-0.0124,0.0085,0.0014,0.0008
2003-01-01,1038.73,16.86,41.97,185.00,0.0429,0.0608,0.0259,0.0221,0.0007
2003-11-01,1049.90,17.12,45.35,184.50,0.043,0.0135,0.0206,0.0172,0.0007
2003-12-01,1080.64,17.39,48.74,184.30,0.0427,0.0429,-0.0268,0.0151,0.0008
2004-01-01,1132.52,17.60,49.83,185.20,0.0415,0.0215,0.0254,0.0242,0.0007
2004-02-01,1143.36,17.81,50.91,186.20,0.0408,0.014,-0.0157,0.0095,0.0006
2004-03-01,1123.98,18.02,52.00,187.40,0.0383,-0.0132,0.0173,0.0023,0.0009
2004-04-01,1133.36,18.21,53.38,188.00,0.0435,-0.0181,-0.0173,-0.0323,0.0008
2004-05-01,1102.78,18.41,54.77,189.10,0.0472,0.0118,-0.0023,-0.0018,0.0006
2004-06-01,1132.76,18.60,56.15,189.70,0.0473,0.0185,0.0225,0.0121,0.0008
2004-07-01,1105.85,18.79,56.69,189.40,0.045,-0.0404,-0.0376,0.0322,0.001
2004-08-01,1088.94,18.97,57.23,189.50,0.0428,0.0007,-0.0152,0.0108,0.0011
2004-09-01,1117.66,19.16,57.77,189.90,0.0413,0.016,0.0301,-0.0005,0.0011
2004-01-01,1117.21,19.25,58.03,190.90,0.041,0.0142,0.0013,-0.0026,0.0011
2004-11-01,1168.94,19.35,58.29,191.00,0.0419,0.0453,0.0374,0.0157,0.0015
2004-12-01,1199.21,19.44,58.55,190.30,0.0423,0.0342,-0.0003,-0.0023,0.0016
2005-01-01,1181.41,19.70,59.11,190.70,0.0422,-0.0275,-0.0166,0.0206,0.0016
2005-02-01,1199.63,19.97,59.66,191.80,0.0417,0.0188,-0.0057,0.0141,0.0016
2005-03-01,1194.90,20.23,60.22,193.30,0.045,-0.0194,-0.0141,0.0207,0.0021
2005-04-01,1164.43,20.46,61.23,194.60,0.0434,-0.0261,-0.0393,0.0005,0.0021
2005-05-01,1178.28,20.70,62.25,194.40,0.0414,0.0365,0.0286,-0.0058,0.0024
2005-06-01,1202.25,20.93,63.26,194.50,0.04,0.0058,0.0256,0.028,0.0023
2005-07-01,1222.24,21.11,64.33,195.40,0.0418,0.0392,0.0287,-0.0078,0.0024
2005-08-01,1224.27,21.29,65.40,196.40,0.0426,-0.012,-0.0107,0.0134,0.003
2005-09-01,1225.92,21.47,66.47,198.80,0.042,0.0048,-0.0062,0.0078,0.0029
2005-01-01,1191.96,21.72,67.59,199.20,0.0446,-0.0204,-0.013,0.0043,0.0027
2005-11-01,1237.37,21.97,68.71,197.60,0.0454,0.0361,0.0105,-0.0119,0.0031
2005-12-01,1262.07,22.22,69.83,196.80,0.0447,-0.0024,-0.0044,0.0015,0.0032
2006-01-01,1278.73,22.41,70.78,198.30,0.0442,0.0303,0.0546,0.0099,0.0035
2006-02-01,1276.65,22.59,71.72,198.70,0.0457,-0.003,-0.0041,-0.0031,0.0034
2006-03-01,1293.74,22.78,72.67,199.80,0.0472,0.0147,0.0339,0.0061,0.0037
2006-04-01,1302.17,23.00,73.28,201.50,0.0499,0.0073,-0.0138,0.0226,0.0036
2006-05-01,1290.01,23.22,73.88,202.50,0.0511,-0.0356,-0.0301,0.0238,0.0043
2006-06-01,1253.17,23.44,74.49,202.90,0.0511,-0.0035,-0.0035,0.0085,0.004
2006-07-01,1260.24,23.66,75.85,203.50,0.0509,-0.0077,-0.0395,0.0262,0.004
2006-08-01,1287.15,23.88,77.21,203.90,0.0488,0.0203,0.0099,-0.0195,0.0042
2006-09-01,1317.74,24.10,78.57,202.90,0.0472,0.0184,-0.013,0.0006,0.0041
2006-01-01,1363.38,24.36,79.55,201.80,0.0473,0.0322,0.0177,-0.0033,0.0041
2006-11-01,1388.64,24.62,80.53,201.50,0.046,0.017,0.0063,0.0004,0.0042
2006-12-01,1416.42,24.88,81.51,201.80,0.0456,0.0085,-0.0116,0.0274,0.004
2007-01-01,1424.16,25.08,82.06,202.42,0.0476,0.0138,0.0009,-0.0068,0.0044
2007-02-01,1444.80,25.29,82.60,203.50,0.0472,-0.0196,0.0123,-0.0008,0.0038
2007-03-01,1406.95,25.49,83.15,205.35,0.0456,0.0071,0.0009,-0.0088,0.0043
2007-04-01,1463.64,25.72,83.74,206.69,0.0469,0.0349,-0.0221,-0.0144,0.0044
2007-05-01,1511.14,25.94,84.33,207.95,0.0475,0.0323,0.0016,-0.0059,0.0041
2007-06-01,1514.19,26.17,84.92,208.35,0.051,-0.0196,0.0073,-0.0105,0.004
2007-07-01,1520.71,26.44,82.81,208.30,0.05,-0.0372,-0.0266,-0.0368,0.004
2007-08-01,1454.62,26.71,80.71,207.92,0.0467,0.0094,-0.0011,-0.0187,0.0042
2007-09-01,1497.12,26.98,78.60,208.49,0.0452,0.0322,-0.0225,-0.0217,0.0032
2007-01-01,1539.66,27.23,74.46,208.94,0.0453,0.0179,0.0019,-0.0287,0.0032
2007-11-01,1463.39,27.48,70.32,210.18,0.0415,-0.048,-0.0281,-0.0109,0.0034
2007-12-01,1479.22,27.73,66.18,210.04,0.041,-0.0087,0.0011,-0.0051,0.0027
2008-01-01,1378.76,27.92,64.25,211.08,0.0374,-0.0633,-0.0102,0.04,0.0021
2008-02-01,1354.87,28.11,62.32,211.69,0.0374,-0.0309,-0.0048,-0.0072,0.0013
2008-03-01,1316.94,28.30,60.39,213.53,0.0351,-0.0094,0.0071,0.0031,0.0017
2008-04-01,1370.47,28.44,57.38,214.82,0.0368,0.0461,-0.0169,-0.0096,0.0018
2008-05-01,1403.22,28.57,54.38,216.63,0.0388,0.0187,0.0297,-0.015,0.0018
2008-06-01,1341.25,28.71,51.37,218.82,0.041,-0.0843,0.0115,-0.0251,0.0017
2008-07-01,1257.33,28.76,49.56,219.96,0.0401,-0.0075,0.026,0.052,0.0015
2008-08-01,1281.47,28.80,47.76,219.09,0.0389,0.0153,0.034,0.0152,0.0013
2008-09-01,1216.95,28.85,45.95,218.78,0.0369,-0.0935,-0.0107,0.0566,0.0015
2008-01-01,968.80,28.70,35.59,216.57,0.0381,-0.172,-0.0231,-0.0189,0.0008
2008-11-01,883.04,28.54,25.24,212.43,0.0353,-0.0774,-0.0301,-0.0621,0.0003
2008-12-01,877.56,28.39,14.88,210.23,0.0242,0.0177,0.0352,0.0005,0
2009-01-01,865.58,28.01,12.21,211.14,0.0252,-0.0809,0.0004,-0.1102,0
2009-02-01,805.23,27.64,9.53,212.19,0.0287,-0.1014,0.0014,-0.066,0.0001
2009-03-01,757.13,27.26,6.86,212.71,0.0282,0.0901,-0.001,0.0348,0.0002
2009-04-01,848.15,26.70,7.08,213.24,0.0293,0.1017,0.054,0.0538,0.0001
2009-05-01,902.41,26.15,7.29,213.86,0.0329,0.0521,-0.0241,0.0041,0
2009-06-01,926.12,25.59,7.51,215.69,0.0372,0.0042,0.0258,-0.0276,0.0001
2009-07-01,935.82,25.03,9.19,215.35,0.0356,0.0774,0.0175,0.0489,0.0001
2009-08-01,1009.73,24.46,10.86,215.83,0.0359,0.0333,-0.0112,0.076,0.0001
2009-09-01,1044.55,23.90,12.54,215.97,0.034,0.0408,0.0243,0.0115,0.0001
2009-01-01,1067.66,23.40,25.35,216.18,0.0339,-0.0253,-0.0426,-0.0417,0
2009-11-01,1088.07,22.91,38.16,216.33,0.034,0.0563,-0.025,-0.0033,0
2009-12-01,1110.38,22.41,50.97,215.95,0.0359,0.028,0.0601,-0.0011,0.0001
2010-01-01,1123.58,22.24,54.29,216.69,0.0373,-0.0335,0.0043,0.0033,0
2010-02-01,1089.16,22.07,57.61,216.74,0.0369,0.0339,0.0118,0.0318,0
2010-03-01,1152.05,21.90,60.93,217.63,0.0373,0.063,0.0146,0.0219,0.0001
2010-04-01,1197.32,21.95,62.99,218.01,0.0385,0.0199,0.0484,0.0296,0.0001
2010-05-01,1125.06,21.99,65.04,218.18,0.0342,-0.079,0.0013,-0.0248,0.0001
