Date,Price,Dividend,Earnings,CPI,long_i,Mkt-RF,SMB,HML,RF
2010-06-01,1083.36,22.04,67.10,217.97,0.032,-0.0556,-0.0179,-0.0473,0.0001
2010-07-01,1079.80,22.14,68.69,218.01,0.0301,0.0692,0.0022,-0.005,0.0001
2010-08-01,1087.28,22.25,70.27,218.31,0.027,-0.0478,-0.0301,-0.0173,0.0001
2010-09-01,1122.08,22.35,71.86,218.44,0.0265,0.0955,0.0382,-0.0302,0.0001
2010-01-01,1171.58,22.48,73.69,218.71,0.0254,0.0387,0.0108,-0.0246,0.0001
2010-11-01,1198.89,22.60,75.52,218.80,0.0276,0.0059,0.0367,-0.009,0.0001
2010-12-01,1241.53,22.73,77.35,219.18,0.0329,0.0682,0.0072,0.0356,0.0001
2011-01-01,1282.62,22.96,78.67,220.22,0.0339,0.0198,-0.0229,0.0061,0.0001
2011-02-01,1321.12,23.20,79.99,221.31,0.0358,0.0348,0.015,0.0118,0.0001
2011-03-01,1304.49,23.43,81.31,223.47,0.0341,0.0045,0.0249,-0.0184,0.0001
2011-04-01,1331.51,23.73,82.16,224.91,0.0346,0.029,-0.0042,-0.0244,0
2011-05-01,1338.31,24.04,83.02,225.96,0.0317,-0.0127,-0.0073,-0.0185,0
2011-06-01,1287.29,24.34,83.87,225.72,0.03,-0.0174,-0.0027,-0.002,0
2011-07-01,1325.19,24.62,84.91,225.92,0.03,-0.0235,-0.0117,-0.0091,0
2011-08-01,1185.31,24.90,85.94,226.55,0.023,-0.0596,-0.0296,-0.0243,0.0001
2011-09-01,1173.88,25.18,86.98,226.89,0.0198,-0.0758,-0.0312,-0.0153,0
2011-01-01,1207.22,25.60,86.97,226.42,0.0215,0.1133,0.0305,0.0006,0
2011-11-01,1226.42,26.01,86.96,226.23,0.0201,-0.0027,-0.0018,-0.0052,0
2011-12-01,1243.32,26.43,86.95,225.67,0.0198,0.0075,-0.0056,0.0154,0
2012-01-01,1300.58,26.74,87.48,226.67,0.0197,0.0505,0.0201,-0.0093,0
2012-02-01,1352.49,27.04,88.01,227.66,0.0197,0.0442,-0.0184,0.0042,0
2012-03-01,1389.24,27.35,88.54,229.39,0.0217,0.0312,-0.0063,0.0119,0
2012-04-01,1386.43,27.67,88.33,230.09,0.0205,-0.0085,-0.0037,-0.0077,0
2012-05-01,1341.27,28.00,88.13,229.82,0.018,-0.0617,0.0012,-0.0095,0.0001
2012-06-01,1323.48,28.32,87.92,229.48,0.0162,0.0389,0.0072,0.0055,0
2012-07-01,1359.78,28.74,87.45,229.10,0.0153,0.0079,-0.0276,-0.0006,0
2012-08-01,1403.45,29.17,86.97,230.38,0.0168,0.0254,0.005,0.0123,0.0001
2012-09-01,1443.42,29.59,86.50,231.41,0.0172,0.0273,0.0045,0.0162,0.0001
2012-01-01,1437.82,30.14,86.50,231.32,0.0175,-0.0176,-0.0109,0.0352,0.0001
2012-11-01,1394.51,30.70,86.51,230.22,0.0165,0.0078,0.006,-0.0086,0.0001
2012-12-01,1422.29,31.25,86.51,229.60,0.0172,0.0118,0.015,0.0348,0.0001
2013-01-01,1480.40,31.54,86.91,230.28,0.0191,0.0557,0.0029,0.0101,0
2013-02-01,1512.31,31.82,87.30,232.17,0.0198,0.0128,-0.003,0.0021,0
2013-03-01,1550.83,32.11,87.70,232.77,0.0196,0.0404,0.0083,-0.0022,0
2013-04-01,1570.70,32.50,88.78,232.53,0.0176,0.0156,-0.0237,0.0044,0
2013-05-01,1639.84,32.88,89.87,232.95,0.0193,0.028,0.017,0.0267,0
2013-06-01,1618.77,33.27,90.95,233.50,0.023,-0.012,0.0131,-0.0005,0
2013-07-01,1668.68,33.65,92.09,233.60,0.0258,0.0565,0.0181,0.0058,0
2013-08-01,1670.09,34.02,93.23,233.88,0.0274,-0.0271,0.0032,-0.0273,0
2013-09-01,1687.17,34.40,94.37,234.15,0.0281,0.0377,0.0289,-0.0118,0
2013-01-01,1720.03,34.60,96.31,233.55,0.0262,0.0417,-0.0156,0.0122,0
2013-11-01,1783.54,34.79,98.26,233.07,0.0272,0.0311,0.0131,0.0019,0
2013-12-01,1807.78,34.99,100.20,233.05,0.029,0.0281,-0.0044,0,0
2014-01-01,1822.36,35.40,100.42,233.92,0.0286,-0.0332,0.0093,-0.0199,0
2014-02-01,1817.04,35.82,100.63,234.78,0.0271,0.0466,0.0036,-0.0035,0
2014-03-01,1863.52,36.23,100.85,236.29,0.0272,0.0043,-0.0186,0.049,0
2014-04-01,1864.26,36.61,101.61,237.07,0.0271,-0.0018,-0.0418,0.0122,0
2014-05-01,1889.77,37.00,102.36,237.90,0.0256,0.0205,-0.0185,-0.001,0
2014-06-01,1947.09,37.38,103.12,238.34,0.026,0.026,0.0305,-0.0071,0
2014-07-01,1973.10,37.75,104.07,238.25,0.0254,-0.0203,-0.0418,-0.0008,0
2014-08-01,1961.53,38.12,105.01,237.85,0.0242,0.0424,0.0041,-0.0057,0
2014-09-01,1993.23,38.49,105.96,238.03,0.0253,-0.0196,-0.0359,-0.0147,0
2014-01-01,1937.27,38.81,104.74,237.43,0.023,0.0251,0.0405,-0.0163,0
2014-11-01,2044.57,39.12,103.53,236.15,0.0233,0.0256,-0.0205,-0.0313,0
2014-12-01,2054.27,39.44,102.31,234.81,0.0221,-0.0005,0.0253,0.0212,0
2015-01-01,2028.18,39.90,101.29,233.71,0.0188,-0.031,-0.0059,-0.0345,0
2015-02-01,2082.20,40.35,100.27,234.72,0.0198,0.0613,0.0061,-0.0179,0
2015-03-01,2079.99,40.81,99.25,236.12,0.0204,-0.0111,0.0305,-0.0038,0
2015-04-01,2094.86,41.12,97.80,236.60,0.0194,0.0059,-0.0299,0.018,0
2015-05-01,2111.94,41.43,96.36,237.81,0.022,0.0137,0.0095,-0.0111,0
2015-06-01,2099.29,41.74,94.91,238.64,0.0236,-0.0152,0.0294,-0.0082,0
2015-07-01,2094.14,42.00,93.49,238.65,0.0232,0.0157,-0.0417,-0.0416,0
2015-08-01,2039.87,42.25,92.08,238.32,0.0217,-0.0602,0.0037,0.0275,0
2015-09-01,1944.41,42.51,90.66,237.95,0.0217,-0.0306,-0.0263,0.0055,0
2015-01-01,2024.81,42.80,89.28,237.84,0.0207,0.0775,-0.019,-0.0047,0
2015-11-01,2080.62,43.10,87.91,237.34,0.0226,0.0057,0.0358,-0.0043,0
2015-12-01,2054.08,43.39,86.53,236.53,0.0224,-0.0215,-0.028,-0.0257,0.0001
2016-01-01,1918.60,43.55,86.50,236.92,0.0209,-0.0574,-0.034,0.0208,0.0001
2016-02-01,1904.42,43.72,86.47,237.11,0.0178,-0.0006,0.0073,-0.0061,0.0002
2016-03-01,2021.95,43.88,86.44,238.13,0.0189,0.0695,0.0075,0.0122,0.0002
2016-04-01,2075.54,44.07,86.60,239.26,0.0181,0.0092,0.0077,0.0322,0.0001
2016-05-01,2065.55,44.27,86.76,240.23,0.0181,0.0178,-0.0018,-0.0162,0.0001
2016-06-01,2083.89,44.46,86.92,241.02,0.0164,-0.0003,0.006,-0.0149,0.0002
2016-07-01,2148.90,44.65,87.64,240.63,0.015,0.0394,0.0245,-0.0124,0.0002
2016-08-01,2170.95,44.84,88.37,240.85,0.0156,0.0049,0.0117,0.0317,0.0002
2016-09-01,2157.69,45.03,89.09,241.43,0.0163,0.0027,0.0208,-0.0119,0.0002
2016-01-01,2143.02,45.25,90.91,241.73,0.0176,-0.0201,-0.0439,0.0411,0.0002
2016-11-01,2164.99,45.48,92.73,241.35,0.0214,0.0486,0.056,0.0829,0.0001
2016-12-01,2246.63,45.70,94.55,241.43,0.0249,0.0181,0.0014,0.0347,0.0003
2017-01-01,2275.12,45.93,96.46,242.84,0.0243,0.0194,-0.0116,-0.0276,0.0004
2017-02-01,2329.91,46.15,98.38,243.60,0.0242,0.0355,-0.0215,-0.015,0.0004
2017-03-01,2366.82,46.38,100.29,243.80,0.0248,0.0017,0.0113,-0.0333,0.0003
2017-04-01,2359.31,46.66,101.53,244.52,0.023,0.0108,0.0066,-0.0205,0.0005
2017-05-01,2395.35,46.94,102.78,244.73,0.023,0.0107,-0.0252,-0.0382,0.0006
2017-06-01,2433.99,47.22,104.02,244.96,0.0219,0.0079,0.0221,0.015,0.0006
2017-07-01,2454.10,47.54,105.04,244.79,0.0232,0.0188,-0.0145,-0.0023,0.0007
2017-08-01,2456.22,47.85,106.06,245.52,0.0221,0.0018,-0.0167,-0.0213,0.0009
2017-09-01,2492.84,48.17,107.08,246.82,0.022,0.0249,0.0445,0.0315,0.0009
2017-01-01,2557.00,48.42,108.01,246.66,0.0236,0.0226,-0.0193,0.0013,0.0009
2017-11-01,2593.61,48.68,108.95,246.67,0.0235,0.0312,-0.006,-0.0009,0.0008
2017-12-01,2664.34,48.93,109.88,246.52,0.024,0.0106,-0.0132,0.0005,0.0009
2018-01-01,2789.80,49.29,111.73,247.87,0.0258,0.0558,-0.0316,-0.0132,0.0011
2018-02-01,2705.16,49.64,113.59,248.99,0.0286,-0.0364,0.0027,-0.011,0.0011
2018-03-01,2702.77,50.00,115.44,249.55,0.0284,-0.0235,0.0405,-0.0021,0.0012
2018-04-01,2653.63,50.33,117.79,250.55,0.0287,0.0027,0.0109,0.0053,0.0014
2018-05-01,2701.49,50.66,120.13,251.59,0.02976,0.0266,0.0524,-0.0314,0.0014
2018-06-01,2754.35,50.99,122.48,251.99,0.0291,0.0049,0.0111,-0.0233,0.0014
2018-07-01,2793.64,51.44,125.12,252.01,0.0289,0.032,-0.0223,0.0049,0.0016
2018-08-01,2857.82,51.89,127.75,252.15,0.0289,0.0345,0.0114,-0.0391,0.0016
2018-09-01,2901.50,52.34,130.39,252.44,0.03,0.0006,-0.0229,-0.0162,0.0015
2018-01-01,2785.46,52.81,131.06,252.89,0.0315,-0.0765,-0.047,0.0338,0.0019
2018-11-01,2723.23,53.28,131.72,252.04,0.0312,0.0171,-0.0073,0.0036,0.0018
2018-12-01,2567.31,53.75,132.39,251.23,0.0283,-0.0955,-0.0231,-0.0192,0.0019
2019-01-01,2607.39,54.15,133.06,251.71,0.0271,0.0837,0.0276,-0.0039,0.0021
2019-02-01,2754.86,54.54,133.72,252.78,0.0268,0.0342,0.0205,-0.0266,0.0018
2019-03-01,2803.98,54.94,134.39,254.20,0.0257,0.011,-0.0303,-0.0414,0.0019
2019-04-01,2903.80,55.32,134.68,255.55,0.0253,0.0397,-0.0174,0.0213,0.0021
2019-05-01,2854.71,55.70,134.98,256.09,0.024,-0.0692,-0.0126,-0.0245,0.0021
2019-06-01,2890.17,56.08,135.27,256.14,0.0206,0.0699,0.0011,-0.0064,0.0018
2019-07-01,2996.11,56.46,134.48,256.57,0.0163,0.0123,-0.0196,0.005,0.0019
2019-08-01,2897.50,56.84,133.69,256.56,0.0163,-0.0255,-0.0239,-0.0477,0.0016
2019-09-01,2982.16,57.22,132.90,256.76,0.017,0.0141,-0.0097,0.0676,0.0018
2019-01-01,2977.68,57.56,135.09,257.35,0.0171,0.0207,0.0027,-0.0192,0.0015
2019-11-01,3104.90,57.90,137.28,257.21,0.0181,0.0387,0.0072,-0.02,0.0012
2019-12-01,3176.75,58.24,139.47,256.97,0.0186,0.0277,0.0076,0.0173,0.0014
2020-01-01,3278.20,58.69,131.76,257.97,0.0176,-0.0011,-0.031,-0.0622,0.0013
2020-02-01,3277.31,59.13,124.04,258.68,0.015,-0.0815,0.0108,-0.0382,0.0012
2020-03-01,2652.39,59.58,116.33,258.12,0.0087,-0.1337,-0.0469,-0.1383,0.0012
2020-04-01,2761.98,59.61,110.63,256.39,0.0066,0.136,0.025,-0.0134,0
2020-05-01,2919.62,59.65,104.93,256.39,0.0067,0.0557,0.024,-0.05,0.0001
2020-06-01,3104.66,59.68,99.23,257.80,0.0073,0.0245,0.0267,-0.0217,0.0001
2020-07-01,3207.62,59.40,98.89,259.10,0.0062,0.0583,-0.0235,-0.0144,0.0001
2020-08-01,3391.71,59.13,98.56,259.92,0.0065,0.0762,-0.002,-0.0302,0.0001
2020-09-01,3365.52,58.85,98.22,260.28,0.0068,-0.0364,0.0006,-0.0272,0.0001
2020-01-01,3418.70,58.66,96.86,260.39,0.0079,-0.0208,0.0434,0.0425,0.0001
2020-11-01,3548.99,58.47,95.49,260.23,0.0087,0.1245,0.0581,0.0209,0.0001
2020-12-01,3695.31,58.28,94.13,260.47,0.0093,0.0463,0.0501,-0.0168,0.0001
2021-01-01,3793.75,58.06,105.49,261.58,0.0108,-0.0007,0.0714,0.0322,0
2021-02-01,3883.43,57.85,116.84,263.01,0.0126,0.0281,0.0202,0.072,0
2021-03-01,3910.51,57.63,128.20,264.88,0.0161,0.0317,-0.0233,0.0735,0
2021-04-01,4141.18,57.71,138.39,267.05,0.0164,0.0495,-0.0319,-0.0102,0
2021-05-01,4167.85,57.79,148.57,269.20,0.0162,0.003,-0.002,0.0704,0
2021-06-01,4238.49,57.87,158.76,271.70,0.0152,0.0274,0.017,-0.0786,0
2021-07-01,4363.71,58.33,164.32,273.00,0.0132,0.0134,-0.0393,-0.0179,0
2021-08-01,4454.21,58.79,169.87,273.57,0.0128,0.0294,-0.0032,-0.0023,0
2021-09-01,4445.54,59.25,175.43,274.31,0.0137,-0.044,0.0066,0.0512,0
2021-01-01,4460.71,59.64,182.91,276.59,0.0158,0.0663,-0.0226,-0.0053,0
2021-11-01,4667.39,60.02,190.39,277.95,0.0156,-0.0158,-0.0131,-0.0037,0
2021-12-01,4674.77,60.40,197.87,278.80,0.0147,0.0323,-0.0163,0.0325,0.0001
2022-01-01,4573.82,60.92,197.88,281.15,0.0176,-0.0616,-0.0593,0.1286,0
2022-02-01,4435.98,61.45,197.90,283.72,0.0193,-0.0228,0.0216,0.0306,0
2022-03-01,4391.27,61.97,197.91,287.50,0.0213,0.0308,-0.0155,-0.019,0
2022-04-01,4391.30,62.65,196.03,289.11,0.0275,-0.0941,-0.0135,0.0618,0
2022-05-01,4040.36,63.34,194.14,292.30,0.029,-0.0034,-0.0184,0.0844,0.0003
2022-06-01,3898.95,64.02,192.26,296.31,0.0314,-0.084,0.0207,-0.06,0.0006
2022-07-01,3911.73,64.45,190.58,296.28,0.029,0.0957,0.0284,-0.0415,0.0008
2022-08-01,4158.56,64.89,188.91,296.17,0.029,-0.0377,0.0141,0.0018,0.0019
2022-09-01,3850.52,65.32,187.23,296.81,0.0352,-0.0934,-0.0076,0.0003,0.0019
2022-01-01,3726.05,65.85,182.40,298.01,0.0398,0.0785,0.0001,0.0797,0.0023
2022-11-01,3917.49,66.39,177.58,297.71,0.0389,0.0465,-0.0357,0.0148,0.0029
2022-12-01,3912.38,66.92,172.75,296.80,0.0362,-0.0638,-0.0076,0.0134,0.0033
2023-01-01,3960.66,67.35,173.56,299.17,0.0353,0.0661,0.0501,-0.0394,0.0035
2023-02-01,4079.68,67.78,174.36,300.84,0.0375,-0.0257,0.0105,-0.008,0.0034
2023-03-01,3968.56,68.21,175.17,301.84,0.0366,0.0248,-0.0548,-0.0905,0.0036
2023-04-01,4121.47,68.38,177.12,303.36,0.0346,0.0062,-0.0337,-0.0012,0.0035
2023-05-01,4146.17,68.54,179.06,304.13,0.0357,0.0034,0.016,-0.0779,0.0036
2023-06-01,4345.37,68.71,181.01,305.11,0.0375,0.0646,0.0149,-0.0013,0.004
2023-07-01,4508.08,68.91,182.09,305.69,0.039,0.0321,0.0214,0.0402,0.0045
2023-08-01,4457.36,69.11,183.17,307.03,0.0417,-0.0236,-0.0304,-0.0129,0.0045
2023-09-01,4409.10,69.31,184.25,307.79,0.0438,-0.0523,-0.0247,0.0147,0.0043
2023-01-01,4269.40,69.64,186.98,307.67,0.048,-0.0315,-0.0386,0.0021,0.0047
2023-11-01,4460.06,69.97,189.70,307.05,0.045,0.0888,-0.0014,0.0178,0.0044
2023-12-01,4685.05,70.30,192.43,306.75,0.0402,0.0485,0.0628,0.0494,0.0043
2024-01-01,4815.61,70.48,192.08,308.42,0.0406,0.0073,-0.0505,-0.0236,0.0047
2024-02-01,5011.96,70.65,191.74,310.33,0.0421,0.0507,-0.0022,-0.0347,0.0042
2024-03-01,5170.57,70.82,191.39,312.33,0.0421,0.0284,-0.0248,0.0414,0.0043
2024-04-01,5112.49,71.21,193.18,313.55,0.0454,-0.0465,-0.0237,-0.005,0.0047
2024-05-01,5235.23,71.59,194.97,314.07,0.0448,0.0433,0.0056,-0.0135,0.0044
2024-06-01,5415.14,71.98,196.76,314.18,0.0431,0.028,-0.0302,-0.0331,0.0041
2024-07-01,5538.00,72.45,197.93,314.54,0.0425,0.0122,0.0679,0.056,0.0045
2024-08-01,5478.21,72.93,199.10,314.80,0.0387,0.016,-0.035,-0.011,0.0048
2024-09-01,5621.26,73.40,200.27,315.30,0.0372,0.0172,-0.0012,-0.0277,0.004
2024-01-01,5792.32,73.88,203.57,315.66,0.041,-0.01,-0.0096,0.0089,0.0039
2024-11-01,5929.92,74.35,206.87,315.49,0.0436,0.0649,0.0454,0.0029,0.004
2024-12-01,6010.91,74.83,210.17,315.61,0.0439,-0.0317,-0.027,-0.0298,0.0037
2025-01-01,5979.52,75.27,212.34,317.67,0.0463,0.028,-0.0195,0.0166,0.0037
2025-02-01,6038.69,75.71,214.52,319.08,0.0445,-0.0244,-0.0578,0.0488,0.0033
2025-03-01,5683.98,76.15,216.69,319.80,0.0428,-0.0639,-0.0274,0.0294,0.0034
2025-04-01,5369.50,76.55,218.64,320.80,0.0428,-0.0084,-0.0054,-0.0336,0.0035
2025-05-01,5810.92,76.95,220.58,321.47,0.0442,0.0606,0.0067,-0.0296,0.0038
2025-06-01,6029.95,77.35,222.53,322.56,0.0438,0.0486,0.008,-0.0166,0.0034
2025-07-01,6296.50,77.73,226.77,323.05,0.0439,0.0198,0.003,-0.0132,0.0034
2025-08-01,6408.95,78.10,231.01,323.98,0.0426,0.0184,0.038,0.0446,0.0038
2025-09-01,6584.02,78.48,235.25,324.80,0.0412,0.0339,-0.019,-0.0094,0.0033
2025-01-01,6735.69,78.83,241.20,325.21,0.0406,0.0196,-0.0082,-0.028,0.0037
2025-11-01,6740.89,79.17,247.16,324.12,0.0409,-0.0013,0.0054,0.0357,0.003
2025-12-01,6853.03,79.52,253.11,324.05,0.0414,-0.0036,-0.0103,0.0236,0.0034
2026-01-01,6929.12,79.80,266.60,325.25,0.0421,0.0103,0.0212,0.0386,0.003
2026-02-01,6893.81,80.08,280.09,326.79,0.0413,-0.0117,0.0024,0.0265,0.0028
2026-03-01,6654.42,80.37,293.58,330.21,0.0425,-0.0518,0.0044,0.0335,0.0029
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
